"No.","Time","Source","Destination","Protocol","Length","Info"
"22","8.106211329","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=9/2304, ttl=128 (request in 21)"
"23","9.106862272","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=10/2560, ttl=64 (reply in 24)"
"24","9.107544275","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=10/2560, ttl=128 (request in 23)"
"25","10.118862411","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=11/2816, ttl=64 (reply in 26)"
"26","10.119599224","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=11/2816, ttl=128 (request in 25)"
"27","11.143345210","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=12/3072, ttl=64 (reply in 28)"
"28","11.143668614","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=12/3072, ttl=128 (request in 27)"
"29","12.167444721","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=13/3328, ttl=64 (reply in 30)"
"30","12.168069423","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=13/3328, ttl=128 (request in 29)"
"31","13.191457711","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=14/3584, ttl=64 (reply in 32)"
"32","13.192650706","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=14/3584, ttl=128 (request in 31)"
"33","14.193223837","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=15/3840, ttl=64 (reply in 34)"
"34","14.193660258","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=15/3840, ttl=128 (request in 33)"
"35","15.207825383","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=16/4096, ttl=64 (reply in 36)"
"36","15.208374535","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=16/4096, ttl=128 (request in 35)"
"37","16.231762537","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=17/4352, ttl=64 (reply in 38)"
"38","16.232408188","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=17/4352, ttl=128 (request in 37)"
"39","17.254907995","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=18/4608, ttl=64 (reply in 40)"
"40","17.255289020","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=18/4608, ttl=128 (request in 39)"
"41","18.279637156","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=19/4864, ttl=64 (reply in 42)"
"42","18.280165043","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=19/4864, ttl=128 (request in 41)"
"43","19.303383210","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=20/5120, ttl=64 (reply in 44)"
"44","19.303726536","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=20/5120, ttl=128 (request in 43)"
"45","20.327244868","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=21/5376, ttl=64 (reply in 46)"
"46","20.327867610","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=21/5376, ttl=128 (request in 45)"
"47","21.350936440","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=22/5632, ttl=64 (reply in 48)"
"48","21.351680007","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=22/5632, ttl=128 (request in 47)"
"49","22.352977644","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=23/5888, ttl=64 (reply in 50)"
"50","22.353905363","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=23/5888, ttl=128 (request in 49)"
"51","23.355385508","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=24/6144, ttl=64 (reply in 52)"
"52","23.355951957","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=24/6144, ttl=128 (request in 51)"
"53","24.358880954","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=25/6400, ttl=64 (reply in 54)"
"54","24.359628298","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=25/6400, ttl=128 (request in 53)"
"55","25.361118061","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=26/6656, ttl=64 (reply in 56)"
"56","25.361896743","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=26/6656, ttl=128 (request in 55)"
"57","26.362504421","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=27/6912, ttl=64 (reply in 58)"
"58","26.362946804","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=27/6912, ttl=128 (request in 57)"
"59","27.367332796","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=28/7168, ttl=64 (reply in 60)"
"60","27.368510074","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=28/7168, ttl=128 (request in 59)"
"61","28.369733434","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=29/7424, ttl=64 (reply in 62)"
"62","28.370486180","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=29/7424, ttl=128 (request in 61)"
"63","29.383192365","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=30/7680, ttl=64 (reply in 64)"
"64","29.383991555","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=30/7680, ttl=128 (request in 63)"
"65","30.384395437","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=31/7936, ttl=64 (reply in 66)"
"66","30.384727198","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=31/7936, ttl=128 (request in 65)"
"67","31.400006817","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=32/8192, ttl=64 (reply in 68)"
"68","31.400830317","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=32/8192, ttl=128 (request in 67)"
"69","32.401192147","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=33/8448, ttl=64 (reply in 70)"
"70","32.402058280","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=33/8448, ttl=128 (request in 69)"
"71","33.402704009","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=34/8704, ttl=64 (reply in 72)"
"72","33.403084838","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=34/8704, ttl=128 (request in 71)"
"73","34.407079440","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=35/8960, ttl=64 (reply in 74)"
"74","34.407884343","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=35/8960, ttl=128 (request in 73)"
"75","35.408584002","192.168.79.128","192.168.79.132","ICMP","98","Echo (ping) request  id=0xf26b, seq=36/9216, ttl=64 (reply in 76)"
"76","35.409409499","192.168.79.132","192.168.79.128","ICMP","98","Echo (ping) reply    id=0xf26b, seq=36/9216, ttl=128 (request in 75)"
"77","36.046122161","VMware_9d:39:10","VMware_97:2f:1e","ARP","60","Who has 192.168.79.128? Tell 192.168.79.132"
"78","36.046140745","VMware_97:2f:1e","VMware_9d:39:10","ARP","42","192.168.79.128 is at 00:0c:29:97:2f:1e"
"79","55.472259265","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.79.2? Tell 192.168.79.1"
"80","55.829316743","VMware_9d:39:10","Broadcast","ARP","60","Who has 192.168.79.2? Tell 192.168.79.132"
"81","55.829317407","VMware_f2:fc:16","VMware_9d:39:10","ARP","60","192.168.79.2 is at 00:50:56:f2:fc:16"
"82","55.829619371","192.168.79.132","192.168.79.2","NBNS","110","Refresh NB WIN-DPOKK2P5ERC<20>"
"83","56.430158952","192.168.79.128","192.168.79.132","TCP","74","40170  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319274 TSecr=0 WS=128"
"84","56.430611462","192.168.79.128","192.168.79.132","TCP","74","40182  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319274 TSecr=0 WS=128"
"85","56.431132601","192.168.79.128","192.168.79.132","TCP","74","40190  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319275 TSecr=0 WS=128"
"86","56.431744810","192.168.79.128","192.168.79.132","TCP","74","40198  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319275 TSecr=0 WS=128"
"87","56.455890758","192.168.79.128","192.168.79.132","TCP","74","40210  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319300 TSecr=0 WS=128"
"88","56.456553331","192.168.79.128","192.168.79.132","TCP","74","40212  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319300 TSecr=0 WS=128"
"89","56.457118798","192.168.79.128","192.168.79.132","TCP","74","40228  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319301 TSecr=0 WS=128"
"90","56.457833092","192.168.79.128","192.168.79.132","TCP","74","40232  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319301 TSecr=0 WS=128"
"91","56.458267952","192.168.79.128","192.168.79.132","TCP","74","40234  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319302 TSecr=0 WS=128"
"92","56.458732991","192.168.79.128","192.168.79.132","TCP","74","40242  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319302 TSecr=0 WS=128"
"93","56.459168505","192.168.79.128","192.168.79.132","TCP","74","40246  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319303 TSecr=0 WS=128"
"94","56.482356233","192.168.79.128","192.168.79.132","TCP","74","40256  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319326 TSecr=0 WS=128"
"95","56.483068787","192.168.79.128","192.168.79.132","TCP","74","40262  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319327 TSecr=0 WS=128"
"96","56.483585050","192.168.79.128","192.168.79.132","TCP","74","40270  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319327 TSecr=0 WS=128"
"97","56.484652421","192.168.79.128","192.168.79.132","TCP","74","40272  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319328 TSecr=0 WS=128"
"98","56.484927836","192.168.79.128","192.168.79.132","TCP","74","40274  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319329 TSecr=0 WS=128"
"99","56.485815134","192.168.79.128","192.168.79.132","TCP","74","40280  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319329 TSecr=0 WS=128"
"100","56.486105090","192.168.79.128","192.168.79.132","TCP","74","40292  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319330 TSecr=0 WS=128"
"101","56.500551316","192.168.79.128","192.168.79.132","TCP","74","40308  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319344 TSecr=0 WS=128"
"102","56.500965438","192.168.79.128","192.168.79.132","TCP","74","40318  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319345 TSecr=0 WS=128"
"103","56.501889774","192.168.79.128","192.168.79.132","TCP","74","40322  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319346 TSecr=0 WS=128"
"104","56.502763897","192.168.79.128","192.168.79.132","TCP","74","40338  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319346 TSecr=0 WS=128"
"105","56.504305065","192.168.79.128","192.168.79.132","TCP","74","40348  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319348 TSecr=0 WS=128"
"106","56.505252266","192.168.79.128","192.168.79.132","TCP","74","40354  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319349 TSecr=0 WS=128"
"107","56.506260072","192.168.79.128","192.168.79.132","TCP","74","40370  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319350 TSecr=0 WS=128"
"108","56.521378905","192.168.79.128","192.168.79.132","TCP","74","40380  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319365 TSecr=0 WS=128"
"109","56.521912925","192.168.79.128","192.168.79.132","TCP","74","40396  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319366 TSecr=0 WS=128"
"110","56.522343003","192.168.79.128","192.168.79.132","TCP","74","40404  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319366 TSecr=0 WS=128"
"111","56.522911282","192.168.79.128","192.168.79.132","TCP","74","40408  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319367 TSecr=0 WS=128"
"112","56.523281864","192.168.79.128","192.168.79.132","TCP","74","40410  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319367 TSecr=0 WS=128"
"113","56.523665340","192.168.79.128","192.168.79.132","TCP","74","40424  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319367 TSecr=0 WS=128"
"114","56.523967810","192.168.79.128","192.168.79.132","TCP","74","40440  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319368 TSecr=0 WS=128"
"115","56.535069635","192.168.79.128","192.168.79.132","TCP","74","40446  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319379 TSecr=0 WS=128"
"116","56.535192483","192.168.79.128","192.168.79.132","TCP","74","40456  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319379 TSecr=0 WS=128"
"117","56.535587934","192.168.79.128","192.168.79.132","TCP","74","40458  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319379 TSecr=0 WS=128"
"118","56.536184311","192.168.79.128","192.168.79.132","TCP","74","40472  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319380 TSecr=0 WS=128"
"119","56.536550412","192.168.79.128","192.168.79.132","TCP","74","40480  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319380 TSecr=0 WS=128"
"120","56.537026725","192.168.79.128","192.168.79.132","TCP","74","40494  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319381 TSecr=0 WS=128"
"121","56.537384157","192.168.79.128","192.168.79.132","TCP","74","40496  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319381 TSecr=0 WS=128"
"122","56.550288972","192.168.79.128","192.168.79.132","TCP","74","40512  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319394 TSecr=0 WS=128"
"123","56.550654206","192.168.79.128","192.168.79.132","TCP","74","40528  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319394 TSecr=0 WS=128"
"124","56.551045701","192.168.79.128","192.168.79.132","TCP","74","40530  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319395 TSecr=0 WS=128"
"125","56.551394889","192.168.79.128","192.168.79.132","TCP","74","40534  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319395 TSecr=0 WS=128"
"126","56.551641244","192.168.79.128","192.168.79.132","TCP","74","40546  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319395 TSecr=0 WS=128"
"127","56.552268032","192.168.79.128","192.168.79.132","TCP","74","40562  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319396 TSecr=0 WS=128"
"128","56.552640369","192.168.79.128","192.168.79.132","TCP","74","40564  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319396 TSecr=0 WS=128"
"129","56.552974193","192.168.79.128","192.168.79.132","TCP","74","40576  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319397 TSecr=0 WS=128"
"130","56.553282782","192.168.79.128","192.168.79.132","TCP","74","40584  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319397 TSecr=0 WS=128"
"131","56.553584785","192.168.79.128","192.168.79.132","TCP","74","40590  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319397 TSecr=0 WS=128"
"132","56.553888773","192.168.79.128","192.168.79.132","TCP","74","40602  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319398 TSecr=0 WS=128"
"133","56.554280622","192.168.79.128","192.168.79.132","TCP","74","40608  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319398 TSecr=0 WS=128"
"134","56.554564687","192.168.79.128","192.168.79.132","TCP","74","40616  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319398 TSecr=0 WS=128"
"135","56.554997324","192.168.79.128","192.168.79.132","TCP","74","40618  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319399 TSecr=0 WS=128"
"136","56.555361763","192.168.79.128","192.168.79.132","TCP","74","40620  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319399 TSecr=0 WS=128"
"137","56.555749238","192.168.79.128","192.168.79.132","TCP","74","40634  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319399 TSecr=0 WS=128"
"138","56.556008221","192.168.79.128","192.168.79.132","TCP","74","40636  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319400 TSecr=0 WS=128"
"139","56.556313360","192.168.79.128","192.168.79.132","TCP","74","40646  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319400 TSecr=0 WS=128"
"140","56.556604875","192.168.79.128","192.168.79.132","TCP","74","40660  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319400 TSecr=0 WS=128"
"141","56.556884114","192.168.79.128","192.168.79.132","TCP","74","40670  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319401 TSecr=0 WS=128"
"142","56.557189700","192.168.79.128","192.168.79.132","TCP","74","40672  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319401 TSecr=0 WS=128"
"143","56.563636557","VMware_c0:00:08","Broadcast","ARP","60","Who has 192.168.79.2? Tell 192.168.79.1"
"144","56.571538508","192.168.79.128","192.168.79.132","TCP","74","40682  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319415 TSecr=0 WS=128"
"145","56.571911548","192.168.79.128","192.168.79.132","TCP","74","40696  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319416 TSecr=0 WS=128"
"146","56.572150033","192.168.79.128","192.168.79.132","TCP","74","40698  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319416 TSecr=0 WS=128"
"147","56.572473379","192.168.79.128","192.168.79.132","TCP","74","40700  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319416 TSecr=0 WS=128"
"148","56.572838732","192.168.79.128","192.168.79.132","TCP","74","40710  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319416 TSecr=0 WS=128"
"149","56.573082214","192.168.79.128","192.168.79.132","TCP","74","40718  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319417 TSecr=0 WS=128"
"150","56.573273767","192.168.79.128","192.168.79.132","TCP","74","40720  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319417 TSecr=0 WS=128"
"151","56.573551021","192.168.79.128","192.168.79.132","TCP","74","40736  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319417 TSecr=0 WS=128"
"152","56.573747922","192.168.79.128","192.168.79.132","TCP","74","40744  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319417 TSecr=0 WS=128"
"153","56.574092312","192.168.79.128","192.168.79.132","TCP","74","40748  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319418 TSecr=0 WS=128"
"154","56.574281838","192.168.79.128","192.168.79.132","TCP","74","40754  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319418 TSecr=0 WS=128"
"155","56.574592915","192.168.79.128","192.168.79.132","TCP","74","40766  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319418 TSecr=0 WS=128"
"156","56.574836852","192.168.79.128","192.168.79.132","TCP","74","40770  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319418 TSecr=0 WS=128"
"157","56.575000125","192.168.79.128","192.168.79.132","TCP","74","40776  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319419 TSecr=0 WS=128"
"158","56.575284622","192.168.79.128","192.168.79.132","TCP","74","40778  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319419 TSecr=0 WS=128"
"159","56.575511341","192.168.79.128","192.168.79.132","TCP","74","40786  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319419 TSecr=0 WS=128"
"160","56.575756411","192.168.79.128","192.168.79.132","TCP","74","40788  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319419 TSecr=0 WS=128"
"161","56.576035303","192.168.79.128","192.168.79.132","TCP","74","40790  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319420 TSecr=0 WS=128"
"162","56.576276441","192.168.79.128","192.168.79.132","TCP","74","40800  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319420 TSecr=0 WS=128"
"163","56.576678780","192.168.79.128","192.168.79.132","TCP","74","40808  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319420 TSecr=0 WS=128"
"164","56.577043890","192.168.79.128","192.168.79.132","TCP","74","40814  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319421 TSecr=0 WS=128"
"165","56.577356635","192.168.79.128","192.168.79.132","TCP","74","40822  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319421 TSecr=0 WS=128"
"166","56.577690008","192.168.79.128","192.168.79.132","TCP","74","40838  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319421 TSecr=0 WS=128"
"167","56.578000272","192.168.79.128","192.168.79.132","TCP","74","40852  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319422 TSecr=0 WS=128"
"168","56.578384024","192.168.79.128","192.168.79.132","TCP","74","40862  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=659319422 TSecr=0 WS=128"
